id,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
2318,Box Hill,43 Rose St,5,h,2285000,S,Lindellas,8/7/17,10.9,3128,5,3,2,803,,,Whitehorse,-37.82148,145.1289,Eastern Metropolitan,4605
2319,Brighton East,1/3 Gleniffer Av,2,u,585000,PI,Buxton,8/7/17,10.3,3187,2,1,1,0,82,1950,Bayside,-37.93171,145.03041,Southern Metropolitan,6938
2320,Brighton East,90 Thomas St,4,h,1580000,PI,Jellis,8/7/17,10.3,3187,4,1,2,890,165,1970,Glen Eira,-37.91053,145.02447,Southern Metropolitan,6938
2321,Brunswick,9 Blyth St,4,h,1515000,S,Jellis,8/7/17,5.2,3056,4,2,2,236,194,1890,Moreland,-37.76549,144.96366,Northern Metropolitan,11918
2322,Brunswick,6 Gregory St,3,h,1100000,PI,Jellis,8/7/17,5.2,3056,3,1,1,193,,,Moreland,-37.76418,144.95715,Northern Metropolitan,11918
2323,Brunswick East,219 Glenlyon Rd,3,h,1330000,PI,Woodards,8/7/17,4,3057,3,2,1,161,190,1890,Moreland,-37.77289,144.97503,Northern Metropolitan,5533
2324,Bundoora,71 Wallara Cr,3,h,660000,S,Buckingham,8/7/17,12.1,3083,3,1,2,582,119,1970,Banyule,-37.70301,145.06341,Northern Metropolitan,10175
2325,Camberwell,5/26 Cornell St,2,u,755000,S,hockingstuart,8/7/17,7.7,3124,2,1,1,92,82,1960,Boroondara,-37.8401,145.09113,Southern Metropolitan,8920
2326,Carnegie,5/12 Judith St,1,u,286000,PI,Gary,8/7/17,10.1,3163,1,1,1,314,45,1960,Glen Eira,-37.90321,145.0555,Southern Metropolitan,7822
2327,Carnegie,1/108 Truganini Rd,4,t,1250000,S,hockingstuart,8/7/17,10.1,3163,4,3,2,326,223,2005,Glen Eira,-37.89334,145.05463,Southern Metropolitan,7822
2328,Caroline Springs,5/1 Dargi Grn,3,t,360000,SA,O'Brien,8/7/17,14.8,3023,3,1,1,0,136,2009,Melton,-37.70624,144.74042,Western Metropolitan,7719
2329,Carrum Downs,40 Whimbrel Cr,4,h,647000,S,Harcourts,8/7/17,34.9,3201,4,2,4,688,204,2002,Frankston,-38.10984,145.17062,South-Eastern Metropolitan,8060
2330,Caulfield South,3/180 Sycamore St,2,u,636500,S,Woodards,8/7/17,8.7,3162,2,1,1,0,,1970,Glen Eira,-37.89063,145.02609,Southern Metropolitan,5051
2331,Cranbourne North,5 Aspera Pl,4,h,670000,S,Eview,8/7/17,34.7,3977,4,2,2,612,,,Casey,-38.07898,145.3165,South-Eastern Metropolitan,6464
2332,Dandenong North,24 Crawford Av,4,h,614000,S,Hall,8/7/17,24.7,3175,4,2,2,680,,,Greater Dandenong,-37.967,145.19658,South-Eastern Metropolitan,8322
2333,Dingley Village,4 Marjorie Av,3,h,892000,S,Buxton,8/7/17,22.2,3172,3,1,3,564,,,Kingston,-37.98186,145.13081,South-Eastern Metropolitan,3940
2334,Doncaster,10 Margot Av,4,h,1663000,S,Philip,8/7/17,12.4,3108,4,3,2,674,250,1982,Manningham,-37.77102,145.13338,Eastern Metropolitan,9028
2335,Eltham,6/17 Silver St,3,h,655000,S,Barry,8/7/17,18,3095,3,1,2,197,108,2009,Nillumbik,-37.71613,145.13939,Eastern Metropolitan,6990
2336,Elwood,10/4 Poets Gr,1,u,350000,VB,Chisholm,8/7/17,7.2,3184,1,1,0,0,,1960,Port Phillip,-37.88111,144.99054,Southern Metropolitan,8989
2337,Essendon,20 Butler St,3,h,1000000,VB,Nelson,8/7/17,7.5,3040,3,2,2,213,169,,Moonee Valley,-37.74635,144.9229,Western Metropolitan,9264
2338,Ferntree Gully,2 Francis Cr,3,t,1900000,PI,LJ,8/7/17,24.8,3156,3,2,2,1869,502,,Knox,-37.88096,145.29371,Eastern Metropolitan,10788
2339,Frankston,87 Aquarius Dr,3,h,565000,S,O'Brien,8/7/17,38,3199,3,1,2,713,155,1980,Frankston,-38.16483,145.16383,South-Eastern Metropolitan,17055
2340,Gladstone Park,19 Osborne Av,4,h,749000,SP,Barry,8/7/17,12.9,3043,4,2,2,561,160,1970,Hume,-37.68269,144.88601,Western Metropolitan,3285
2341,Glen Iris,1/15 Belmont Av,1,u,330000,SP,Thomson,8/7/17,7.3,3146,1,1,1,0,44,1960,Stonnington,-37.85702,145.04801,Southern Metropolitan,10412
2342,Glenroy,58 Bindi St,4,h,700000,S,RW,8/7/17,11.2,3046,4,2,1,655,82,1950,Moreland,-37.69558,144.93223,Northern Metropolitan,8870
2343,Glenroy,34 Glenroy Rd,3,h,805000,S,Raine,8/7/17,11.2,3046,3,1,2,676,,,Moreland,-37.70691,144.93498,Northern Metropolitan,8870
2344,Greensborough,14 Wolangi Ct,4,h,1028000,S,Morrison,8/7/17,16.1,3088,4,3,4,925,,,Banyule,-37.69261,145.1105,Northern Metropolitan,8524
2345,Hadfield,3A Neil St,2,t,595000,S,Eview,8/7/17,11.2,3046,2,2,1,201,111,2005,Moreland,-37.71147,144.93927,Northern Metropolitan,2606
2346,Hawthorn,5/29 Bell St,1,u,455000,S,Jellis,8/7/17,5.3,3122,1,1,1,0,49,1960,Boroondara,-37.81823,145.03972,Southern Metropolitan,11308
2347,Hawthorn East,1/1091 Burke Rd,2,u,615888,SP,Marshall,8/7/17,6.2,3123,2,1,1,915,73,1970,Boroondara,-37.81835,145.05895,Southern Metropolitan,6482
2348,Heidelberg West,12 Achilles St,3,h,575500,S,Miles,8/7/17,8.8,3081,3,1,1,436,,,Banyule,-37.73459,145.04394,Eastern Metropolitan,2674
2349,Heidelberg West,5/459 Waterdale Rd,2,u,445000,VB,Miles,8/7/17,8.8,3081,2,1,1,94,,,Banyule,-37.74392,145.04692,Eastern Metropolitan,2674
2350,Ivanhoe,207 Waterdale Rd,2,h,1320000,S,Miles,8/7/17,7.8,3079,2,1,0,620,114,1920,Banyule,-37.76091,145.04437,Eastern Metropolitan,5549
2351,Keilor,20 Hopkins Av,3,h,775000,S,Daniel,8/7/17,14.5,3036,3,2,2,547,,,Brimbank,-37.71796,144.827,Western Metropolitan,2339
2352,Kew,1/1203 Burke Rd,3,t,1205000,S,Xynergy,8/7/17,5.4,3101,3,2,2,257,,,Boroondara,-37.81317,145.05993,Southern Metropolitan,10331
2353,Maidstone,1/1 Clarendon St,3,t,650000,PI,Jas,8/7/17,6.4,3012,3,2,2,159,128,2016,Maribyrnong,-37.78502,144.86733,Western Metropolitan,3873
2354,Maidstone,19/8 Crefden St,2,u,435000,S,Biggin,8/7/17,6.4,3012,2,2,1,0,96,2017,Maribyrnong,-37.77813,144.87287,Western Metropolitan,3873
2355,Mill Park,7 Mew Ct,4,h,676000,S,Harcourts,8/7/17,17.9,3082,4,2,2,537,,,Whittlesea,-37.65532,145.04131,Northern Metropolitan,10529
2356,Mill Park,15 Mockridge Dr,5,h,704500,S,Ray,8/7/17,17.9,3082,5,3,2,656,130,1970,Whittlesea,-37.6641,145.05123,Northern Metropolitan,10529
2357,Mitcham,8 Peel St,3,h,1095000,S,McGrath,8/7/17,17.2,3132,3,1,1,493,,,Whitehorse,-37.81498,145.18924,Eastern Metropolitan,6871
2358,Moonee Ponds,74 Vine St,3,h,1320000,S,McDonald,8/7/17,6.2,3039,3,1,2,459,,,Moonee Valley,-37.7693,144.93415,Western Metropolitan,6232
2359,Moonee Ponds,102 Waverley St,4,h,1270000,S,Jellis,8/7/17,6.2,3039,4,1,3,478,152,1925,Moonee Valley,-37.76421,144.90571,Western Metropolitan,6232
2360,Mordialloc,49 Jenkins St,4,h,1400000,PI,Ray,8/7/17,21.5,3195,4,2,2,530,313,2007,Kingston,-38.00429,145.10286,South-Eastern Metropolitan,3650
2361,Murrumbeena,6 Gerald St,4,h,1820000,S,Buxton,8/7/17,10.1,3163,4,2,1,632,265,1915,Glen Eira,-37.89465,145.06984,Southern Metropolitan,4442
2362,Oakleigh East,1/22 Nonna St,3,h,875000,S,Buxton,8/7/17,12.3,3166,3,2,2,295,144,2006,Monash,-37.90088,145.11692,Southern Metropolitan,2547
2363,Ormond,300 Tucker Rd,4,h,1900000,S,Buxton,8/7/17,11.4,3204,4,2,2,700,210,1920,Glen Eira,-37.9075,145.05329,Southern Metropolitan,3578
2364,Parkdale,1/168 Beach Rd,4,h,2185000,S,Ray,8/7/17,21.5,3195,4,2,3,220,213,2010,Kingston,-38.00205,145.07853,South-Eastern Metropolitan,5087
2365,Pascoe Vale,8A Tangyes St,3,h,1210000,S,Nelson,8/7/17,8.5,3044,3,2,1,330,226,2012,Moreland,-37.72623,144.94521,Northern Metropolitan,7485
2366,Preston,11 Milton Cr,2,h,820000,SP,McGrath,8/7/17,8.4,3072,2,1,1,155,,,Darebin,-37.75024,145.00413,Northern Metropolitan,14577
2367,Preston,24 Mitchell St,3,h,1150000,SP,McGrath,8/7/17,8.4,3072,3,0,0,502,,,Darebin,-37.74936,144.98949,Northern Metropolitan,14577
2368,Reservoir,48 Crevelli St,3,h,526250,SP,Barry,8/7/17,12,3073,3,1,1,308,,,,-37.72828,145.03033,Northern Metropolitan,21650
2369,Reservoir,24 Daleglen St,1,h,351000,SP,Harcourts,8/7/17,12,3073,1,1,1,168,63,1950,Darebin,-37.69828,145.02184,Northern Metropolitan,21650
2370,Ringwood East,1 Tweed St,4,h,1090000,S,Philip,8/7/17,21.3,3135,4,1,2,894,115,1950,Maroondah,-37.8159,145.24688,Eastern Metropolitan,4407
2371,Scoresby,17 Gilbert Ct,3,h,1000000,S,Ray,8/7/17,22.2,3179,3,2,2,1088,,,Knox,-37.89385,145.23848,Eastern Metropolitan,2206
2372,Seabrook,20 Hope Pl,3,h,640000,S,LJ,8/7/17,15.5,3028,3,2,2,531,,1990,Hobsons Bay,-37.87899,144.75625,Western Metropolitan,1793
2373,St Albans,10 Leslie St,4,h,631000,S,Barry,8/7/17,14,3021,4,1,3,559,158,1970,Brimbank,-37.73593,144.8101,Western Metropolitan,14042
2374,St Kilda,9/285 Barkly St,1,u,470000,VB,Chisholm,8/7/17,5,3182,1,1,1,548,44,2009,Port Phillip,-37.87312,144.97986,Southern Metropolitan,13240
2375,Strathmore,32 Carnarvon Rd,4,h,1140000,VB,Nelson,8/7/17,8.2,3041,4,2,2,0,,2005,Moonee Valley,-37.73831,144.91114,Western Metropolitan,3284
2376,Sunshine West,1/52 Drinkwater Cr,3,h,450000,S,Douglas,8/7/17,10.5,3020,3,1,2,283,104,1970,Brimbank,-37.79703,144.81228,Western Metropolitan,6763
2377,Templestowe,19 Athenry Tce,3,h,1280000,S,Barry,8/7/17,15.5,3106,3,2,2,926,,,Manningham,-37.75091,145.16761,Eastern Metropolitan,6202
2378,Thomastown,13 Kemp Av,3,h,610000,S,Harcourts,8/7/17,15.3,3074,3,1,2,544,131,1970,Whittlesea,-37.68336,145.0029,Northern Metropolitan,7955
2379,Thornbury,1/54 Pender St,1,u,415000,S,Harcourts,8/7/17,7,3071,1,1,1,0,39,1970,Darebin,-37.75443,145.00919,Northern Metropolitan,8870
2380,Toorak,15/256 Williams Rd,1,u,577000,S,hockingstuart,8/7/17,4.1,3142,1,1,1,0,,1970,Stonnington,-37.84263,145.00448,Southern Metropolitan,7217
2381,Truganina,4 Romek Wy,3,h,451000,S,TRUE,8/7/17,18.4,3029,3,2,2,347,134,2010,Wyndham,-37.83963,144.71487,Western Metropolitan,5811
2382,Truganina,2/46 Westmeadows La,3,u,453350,S,Barry,8/7/17,18.4,3029,3,2,1,315,,,Wyndham,-37.84253,144.7227,Western Metropolitan,5811
2383,Wantirna South,6/17 Pach Rd,3,h,778000,S,Prof.,8/7/17,14.7,3152,3,2,2,306,,2012,Knox,-37.85605,145.24496,Eastern Metropolitan,7082
2384,Watsonia North,37 Huntley St,3,h,790000,S,Barry,8/7/17,14.5,3087,3,1,2,527,,,Banyule,-37.70039,145.08957,Northern Metropolitan,1442
2385,Werribee,9 Sherrin Ct,3,h,529000,S,YPA,8/7/17,14.7,3030,3,2,2,847,143,1980,Wyndham,-37.88421,144.67869,Western Metropolitan,16166
2386,Wyndham Vale,112 Eureka Dr,4,h,478000,S,hockingstuart,8/7/17,27.2,3024,4,2,2,400,151,2008,Wyndham,-37.87047,144.59864,Western Metropolitan,5262
2387,Abbotsford,143 Charles St,3,h,1635000,S,Nelson,12/8/17,3,3067,3,1,0,142,130,1880,Yarra,-37.80359,144.99538,Northern Metropolitan,4019
2388,Abbotsford,10 James St,2,h,940000,S,Biggin,12/8/17,3,3067,2,1,0,424,,,Yarra,-37.80911,144.99339,Northern Metropolitan,4019
2389,Airport West,18a Creswell Av,3,u,700000,VB,Barry,12/8/17,10.4,3042,3,2,1,239,,,Moonee Valley,-37.73351,144.88749,Western Metropolitan,3464
2390,Ashburton,2/6 Ramu Gr,4,t,1520000,S,Jellis,12/8/17,10.2,3147,4,3,2,267,190,2012,Boroondara,-37.87036,145.08471,Southern Metropolitan,3052
2391,Balwyn,260 Union Rd,3,h,1750000,SP,Marshall,12/8/17,7.9,3103,3,3,1,790,,,Boroondara,-37.81363,145.09942,Southern Metropolitan,5682
2392,Balwyn North,45A Helston St,4,h,1460000,VB,hockingstuart,12/8/17,9.7,3104,4,2,2,433,185,1955,Boroondara,-37.78368,145.09545,Southern Metropolitan,7809
2393,Balwyn North,26 Maylands Av,3,h,1739000,S,Nelson,12/8/17,9.7,3104,3,1,2,638,,,Boroondara,-37.79843,145.06728,Southern Metropolitan,7809
2394,Bayswater,4/22 Grandview Gr,3,h,720000,S,RW,12/8/17,23.2,3153,3,2,2,255,,,Knox,-37.84633,145.26267,Eastern Metropolitan,5030
2395,Beaumaris,14 Cavell Ct,5,h,1780000,S,hockingstuart,12/8/17,17.3,3193,5,3,2,613,,,Bayside,-37.97732,145.04388,Southern Metropolitan,5366
2396,Bellfield,4 Erica Ct,3,h,1006000,S,Barry,12/8/17,8.8,3081,3,1,0,758,,,Banyule,-37.75315,145.04062,Eastern Metropolitan,790
2397,Bentleigh,60A Fromer St,4,t,1280000,S,Buxton,12/8/17,11.4,3204,4,3,2,306,200,2014,Glen Eira,-37.92893,145.04581,Southern Metropolitan,6795
2398,Bentleigh,15A Windsor Av,4,t,1750000,S,Buxton,12/8/17,11.4,3204,4,3,2,429,262,2013,Glen Eira,-37.91582,145.048,Southern Metropolitan,6795
2399,Brighton,2A Collins St,4,h,4050000,PI,Buxton,12/8/17,10.5,3186,4,4,4,508,465,2011,Bayside,-37.90904,144.99868,Southern Metropolitan,10579
2400,Brighton,4 Glendora Av,4,h,2210000,SP,Marshall,12/8/17,10.5,3186,4,2,1,396,175,1908,Bayside,-37.88779,144.99933,Southern Metropolitan,10579
2401,Brighton East,638 Hawthorn Rd,4,h,2000000,S,Nick,12/8/17,10.3,3187,4,2,2,619,,,Bayside,-37.90344,145.01856,Southern Metropolitan,6938
2402,Brighton East,174 South Rd,3,h,1680000,SP,Buxton,12/8/17,10.3,3187,3,1,2,605,181,1920,Bayside,-37.93063,145.01314,Southern Metropolitan,6938
2403,Brighton East,3/87 Thomas St,2,u,890000,S,Hodges,12/8/17,10.3,3187,2,1,2,275,106,1970,Bayside,-37.91106,145.02394,Southern Metropolitan,6938
2404,Broadmeadows,45 Cuthbert St,3,h,616000,S,YPA,12/8/17,14,3047,3,1,1,695,,,Hume,-37.68489,144.93169,Northern Metropolitan,4294
2405,Bulleen,18 Penderel Wy,4,h,1580000,S,Barry,12/8/17,10.8,3105,4,2,2,773,,,Manningham,-37.76207,145.09336,Eastern Metropolitan,4480
2406,Bundoora,13 Cher Av,4,t,685000,S,Morrison,12/8/17,12.1,3083,4,2,1,287,152,1990,Whittlesea,-37.69382,145.04831,Northern Metropolitan,10175
2407,Bundoora,10 Dorothea Ct,3,h,685000,S,Ray,12/8/17,12.1,3083,3,1,2,557,,,Whittlesea,-37.68811,145.05507,Northern Metropolitan,10175
2408,Bundoora,6/70 Grange Bvd,2,t,505000,S,Barry,12/8/17,12.1,3083,2,1,2,90,90,1995,Darebin,-37.70912,145.05181,Northern Metropolitan,10175
2409,Burwood,61 McCubbin St,4,h,1390000,SA,Fletchers,12/8/17,10.4,3125,4,2,1,627,196,1950,Whitehorse,-37.85374,145.12459,Southern Metropolitan,5678
2410,Burwood,19 Worrall St,4,h,1471000,S,JRW,12/8/17,10.4,3125,4,2,2,797,,,Whitehorse,-37.84883,145.12998,Southern Metropolitan,5678
2411,Camberwell,2/1 Halley Av,2,u,881000,S,Marshall,12/8/17,7.7,3124,2,2,1,245,,,Boroondara,-37.84603,145.06954,Southern Metropolitan,8920
2412,Chadstone,16 Jacana Ct,5,h,1310000,S,McGrath,12/8/17,11.7,3148,5,2,2,627,,2000,Monash,-37.88478,145.10244,Southern Metropolitan,3582
2413,Cheltenham,10 Jack Rd,4,h,1200000,PI,Barry,12/8/17,17.9,3192,4,2,4,679,190,1960,Bayside,-37.96098,145.04275,Southern Metropolitan,9758
2414,Cheltenham,67 Oak Av,3,h,1095000,S,Barry,12/8/17,17.9,3192,3,2,1,637,,1950,Kingston,-37.9746,145.07207,Southern Metropolitan,9758
2415,Clarinda,10 Boree Av,4,h,1241000,S,Woodards,12/8/17,17.5,3169,4,2,2,625,625,1950,Kingston,-37.92801,145.1057,South-Eastern Metropolitan,2727
2416,Clayton,56 Eva St,4,h,1250000,SP,Ray,12/8/17,16.7,3168,4,1,1,711,96,1960,Monash,-37.9255,145.11331,South-Eastern Metropolitan,5837
2417,Clifton Hill,20 Hilton St,2,h,973000,S,Collins,12/8/17,3.6,3068,2,1,0,163,,,Yarra,-37.793,144.98763,Northern Metropolitan,2954
2418,Craigieburn,16 Bottlebrush Rd,4,h,565000,S,Ray,12/8/17,20.6,3064,4,2,2,482,207,2012,Hume,-37.57416,144.91269,Northern Metropolitan,15510
2419,Craigieburn,12 Surrey Ct,3,h,716000,SP,Stockdale,12/8/17,20.6,3064,3,2,6,1005,160,1995,Hume,-37.60574,144.92548,Northern Metropolitan,15510
2420,Croydon,1 Monteith St,2,h,1080000,S,McGrath,12/8/17,23,3136,2,1,1,1474,,,Maroondah,-37.79079,145.26924,Eastern Metropolitan,11925
2421,Croydon North,8/25 Karingal St,2,u,505000,S,Max,12/8/17,23,3136,2,1,1,297,,,Maroondah,-37.76793,145.29284,Eastern Metropolitan,2985
2422,Deepdene,1/5 Leonard St,4,t,1680000,S,Fletchers,12/8/17,7.9,3103,4,2,1,254,172,1995,Boroondara,-37.81007,145.06792,Southern Metropolitan,892
2423,Diamond Creek,14 Fuller St,4,h,898000,SP,Mason,12/8/17,21.8,3089,4,3,2,705,,2012,Nillumbik,-37.67309,145.14645,Northern Victoria,4258
2424,Diamond Creek,11 Wayland Ct,3,h,815000,S,Morrison,12/8/17,21.8,3089,3,2,3,790,135,1980,Nillumbik,-37.66529,145.15363,Northern Victoria,4258
2425,Elwood,4 Kendall St,4,h,3175000,S,Marshall,12/8/17,7.2,3184,4,2,3,558,174,1900,Port Phillip,-37.88014,144.99347,Southern Metropolitan,8989
2426,Epping,8 Brownlow Cr,3,h,561000,S,hockingstuart,12/8/17,19.6,3076,3,1,0,518,,,Whittlesea,-37.64887,145.04254,Northern Metropolitan,10926
2427,Epping,5 Combe Ct,3,h,556000,S,hockingstuart,12/8/17,19.6,3076,3,1,1,525,,1980,Whittlesea,-37.64421,145.03773,Northern Metropolitan,10926
2428,Fawkner,6 Brooks St,3,h,700000,VB,hockingstuart,12/8/17,13.1,3060,3,1,4,658,,,Moreland,-37.70711,144.97318,Northern Metropolitan,5070
2429,Fawkner,50 Major Rd,1,h,515000,S,hockingstuart,12/8/17,13.1,3060,1,1,0,173,,,Moreland,-37.70745,144.97046,Northern Metropolitan,5070
2430,Ferntree Gully,11 Aitken Ct,3,h,904000,SP,LJ,12/8/17,24.8,3156,3,1,3,1014,,,Knox,-37.88472,145.26653,Eastern Metropolitan,10788
2431,Fitzroy,302/424 Gore St,1,u,545000,S,Jellis,12/8/17,2.1,3065,1,1,1,1730,60,2011,Yarra,-37.79636,144.98394,Northern Metropolitan,5825
2432,Flemington,25 Elm St,3,h,1220000,SP,Nelson,12/8/17,3.4,3031,3,1,1,293,104,1900,Moonee Valley,-37.78446,144.92797,Northern Metropolitan,3593
2433,Footscray,101/26 Beaurepaire Pde,2,u,455000,SP,Jas,12/8/17,5.1,3011,2,1,1,0,62,2015,Maribyrnong,-37.79975,144.88368,Western Metropolitan,7570
2434,Footscray,12/26 Park St,2,t,575000,SA,Nelson,12/8/17,5.1,3011,2,2,1,88,94,2000,Maribyrnong,-37.78872,144.88891,Western Metropolitan,7570
2435,Frankston,50 Brooklyn Av,3,h,610000,S,O'Brien,12/8/17,38,3199,3,2,1,654,,,Frankston,-38.16415,145.14251,South-Eastern Metropolitan,17055
2436,Gladstone Park,245 Carrick Dr,3,h,629000,SP,Barry,12/8/17,12.9,3043,3,1,2,552,136,1980,Hume,-37.68641,144.89826,Western Metropolitan,3285
2437,Gladstone Park,1/96 Carrick Dr,3,h,452500,S,Barry,12/8/17,12.9,3043,3,1,0,259,,1970,Hume,-37.6974,144.8916,Western Metropolitan,3285
2438,Glen Iris,15 Renwick St,4,h,2165000,S,Marshall,12/8/17,7.3,3146,4,3,2,409,255,2016,Boroondara,-37.852,145.07321,Southern Metropolitan,10412
2439,Glenroy,111 Loongana Av,3,h,770000,PI,Barry,12/8/17,11.2,3046,3,1,2,604,132,1960,Moreland,-37.70855,144.90441,Northern Metropolitan,8870
2440,Hawthorn,5 Connell St,2,h,1857000,S,Jellis,12/8/17,5.3,3122,2,1,1,230,116,1890,Boroondara,-37.81813,145.02295,Southern Metropolitan,11308
2441,Hawthorn,10 Through St,3,h,1425000,VB,Jellis,12/8/17,5.3,3122,3,1,1,333,108,1930,Boroondara,-37.82737,145.02971,Southern Metropolitan,11308
2442,Hawthorn East,211 Rathmines Rd,3,h,2825000,VB,Jellis,12/8/17,6.2,3123,3,1,3,860,,,Boroondara,-37.82108,145.05739,Southern Metropolitan,6482
2443,Heidelberg,32 Powlett St,3,h,1250000,S,Miles,12/8/17,8.9,3084,3,1,0,668,,,Banyule,-37.75212,145.05945,Eastern Metropolitan,2890
2444,Heidelberg Heights,396 Waterdale Rd,3,h,697500,PI,Nelson,12/8/17,8.8,3081,3,1,1,430,,,Banyule,-37.74962,145.04658,Eastern Metropolitan,2947
2445,Hoppers Crossing,7 Berberis Pl,4,h,540000,S,Barry,12/8/17,18.4,3029,4,2,2,650,,,Wyndham,-37.85954,144.71456,Western Metropolitan,13830
2446,Ivanhoe,19 Belmont Rd,2,h,2400000,S,Fletchers,12/8/17,7.8,3079,2,1,0,1110,,,Banyule,-37.76778,145.03312,Eastern Metropolitan,5549
2447,Keilor East,20A Etka Av,4,t,1022000,S,Nelson,12/8/17,11.7,3033,4,2,2,284,,,Moonee Valley,-37.73574,144.87014,Western Metropolitan,5629
2448,Keilor East,50 Milleara Rd,3,h,850000,S,Barry,12/8/17,11.7,3033,3,1,1,597,,,Moonee Valley,-37.73305,144.86526,Western Metropolitan,5629
2449,Kew,3/33 Parkhill Rd,3,t,1007000,S,Nelson,12/8/17,5.4,3101,3,2,1,0,114,1977,Boroondara,-37.80495,145.04949,Southern Metropolitan,10331
2450,Kew,2 Tregarron Av,4,h,2550000,S,Marshall,12/8/17,5.4,3101,4,2,3,776,,,Boroondara,-37.80869,145.06026,Southern Metropolitan,10331
2451,Kew,3/32 Wimba Av,2,u,860000,VB,Jellis,12/8/17,5.4,3101,2,2,1,0,108,1950,Boroondara,-37.80593,145.05121,Southern Metropolitan,10331
2452,Kew East,6 Hamilton St,2,h,1840000,S,Jellis,12/8/17,7.3,3102,2,2,2,697,,,Boroondara,-37.7976,145.04816,Southern Metropolitan,2671
2453,Lalor,312 Edgars Rd,3,h,570000,S,HAR,12/8/17,16.3,3075,3,1,2,525,,,Whittlesea,-37.6676,145.00445,Northern Metropolitan,8279
2454,Maidstone,47A Madden St,3,h,755000,S,Jas,12/8/17,6.4,3012,3,2,2,0,,,Maribyrnong,-37.78966,144.87821,Western Metropolitan,3873
2455,Maidstone,3/13 Winston St,3,t,710000,PI,Jas,12/8/17,6.4,3012,3,2,2,186,134,2011,Maribyrnong,-37.78559,144.86483,Western Metropolitan,3873
2456,Malvern East,431 Wattletree Rd,3,h,2500000,PI,Jellis,12/8/17,8.4,3145,3,3,3,1011,206,1925,Stonnington,-37.8652,145.05248,Southern Metropolitan,8801
2457,McKinnon,41 McKinnon Rd,2,h,1200000,SP,Buxton,12/8/17,11.4,3204,2,1,2,397,96,1940,Glen Eira,-37.90978,145.02937,Southern Metropolitan,2397
2458,Newport,5/13 Liley St,3,t,730000,S,Williams,12/8/17,6.2,3015,3,2,2,200,126,2005,Hobsons Bay,-37.85134,144.88636,Western Metropolitan,5498
2459,Newport,50 Peel St,3,h,1195000,SP,Williams,12/8/17,6.2,3015,3,2,2,358,,2017,Hobsons Bay,-37.84586,144.88948,Western Metropolitan,5498
2460,Newport,2/22 Thorpe St,2,u,600000,S,RT,12/8/17,6.2,3015,2,1,1,163,,1990,Hobsons Bay,-37.84608,144.86525,Western Metropolitan,5498
2461,Niddrie,45 Muriel St,3,h,1230000,S,Barry,12/8/17,10.4,3042,3,2,1,324,207,2016,Moonee Valley,-37.7431,144.88722,Western Metropolitan,2291
2462,North Melbourne,60 Arden St,4,h,1475000,S,Jellis,12/8/17,1.8,3051,4,2,1,137,,,Melbourne,-37.80072,144.9496,Northern Metropolitan,6821
2463,North Melbourne,50/171 Flemington Rd,2,u,450000,VB,Jellis,12/8/17,1.8,3051,2,1,1,0,,1983,Melbourne,-37.7955,144.94922,Northern Metropolitan,6821
2464,North Melbourne,19/49 Haines St,2,u,525000,PI,Woodards,12/8/17,1.8,3051,2,1,1,1618,,,Melbourne,-37.79878,144.94747,Northern Metropolitan,6821
2465,Northcote,41 Barry St,3,h,1225000,S,Woodards,12/8/17,5.3,3070,3,1,2,260,,,Darebin,-37.77985,144.99528,Northern Metropolitan,11364
2466,Northcote,40 Gadd St,4,h,1955000,SP,McGrath,12/8/17,5.3,3070,4,2,1,5,,,Darebin,-37.7628,144.99375,Northern Metropolitan,11364
2467,Northcote,21 Simpson St,3,h,2775000,S,McGrath,12/8/17,5.3,3070,3,1,2,901,,,Darebin,-37.78062,145.00627,Northern Metropolitan,11364
2468,Oakleigh South,3/6 Reid St,2,u,601000,SP,Ray,12/8/17,15.5,3167,2,1,1,0,62,1980,Monash,-37.91061,145.0862,South-Eastern Metropolitan,3692
2469,Parkdale,8 Hicks St,3,h,1051000,S,Ray,12/8/17,21.5,3195,3,2,2,597,,,Kingston,-37.98703,145.09131,South-Eastern Metropolitan,5087
2470,Pascoe Vale,2/566 Pascoe Vale Rd,1,u,257500,S,Brad,12/8/17,8.5,3044,1,1,1,0,35,1970,Moreland,-37.7237,144.92232,Northern Metropolitan,7485
2471,Prahran,19 Airlie Av,4,h,2635000,S,Jellis,12/8/17,4.6,3181,4,2,2,401,154,1910,Stonnington,-37.85565,145.00839,Southern Metropolitan,7717
2472,Reservoir,52 Powell St,4,h,1200000,S,Nelson,12/8/17,12,3073,4,2,2,499,260,1940,Darebin,-37.72614,144.99892,Northern Metropolitan,21650
2473,Rosanna,157 Bellevue Av,3,h,1400000,PI,Fletchers,12/8/17,8.9,3084,3,2,2,697,,,Banyule,-37.73165,145.06564,Eastern Metropolitan,3540
2474,Sandringham,26 Kirkwood Av,5,h,3350000,VB,Buxton,12/8/17,15.2,3191,5,4,4,700,,,Bayside,-37.95762,145.01418,Southern Metropolitan,4497
